studyName,"Event Index","Event Number","Datetime PST","Latitude","Longitude",Net,"Mesh Size (?)",Name,"Particle Mass (g)","Missing Value Expl. (Particle Mass)",Color,"Particle Type","Plastic Type"
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A11,0.0007,,black,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A12,0.0016,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A3,0.0109,,black,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A5,0.0046,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A9,0.0010,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B11,,NA,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B2,0.0024,,white,line,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B7,,NA,black,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B9,0.0020,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C1,,NA,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C11,,NA,yellow,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C12,,NA,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C2,,NA,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C3,0.0016,,red,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C5,0.0019,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C6,,NA,blue,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C9,0.0013,,white,line,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.D1,0.0023,,white,fragment,HDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A1,0.0098,,blue,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A10,0.0023,,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A2,0.0045,,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A4,0.0008,,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A8,0.0066,,white,line,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B1,0.0017,,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B10,0.0013,,black,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B12,,NA,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B4,0.0024,,white,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B5,0.0005,,white,line,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B6,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C10,0.0005,,yellow,fragment,LDPE
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A6,0.0086,,blue,fragment,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.A7,0.0196,,white,fragment,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B3,0.0006,,white,nurdle,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.B8,0.0006,,white,line,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C4,,NA,white,line,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C7,,NA,white,fragment,PP
SEAPLEX-0908NH,G1.5,281,"2009-08-12 20:59:00",35.9864,-139.8749,manta,333,G1.5.75.C8,,NA,white,line,PP
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A3,0.0295,,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA4,,NA,black,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B1,0.0170,,grey,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B3,0.0183,,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B6,0.0024,,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB2,,NA,NA,NA,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C2,0.0024,,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D1,0.0028,,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D3,,NA,black,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D6,,NA,white,fragment,HDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A1,0.0901,,black,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A2,0.0194,,grey,line,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A4,0.0118,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A6,0.0113,,black,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA2,,NA,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA3,,NA,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA5,,NA,black,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.AA6,,NA,black,line,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B2,0.0316,,grey,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B4,0.0021,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.B5,0.0029,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB4,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB5,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB6,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C1,0.0027,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C3,0.0074,,yellow,line,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C4,0.0026,,white,film,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C5,0.0054,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.C6,0.0021,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC1,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC2,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC3,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC4,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC5,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.CC6,,NA,NA,NA,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D2,0.0021,,white,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D4,,NA,black,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.D5,,NA,black,fragment,LDPE
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.A5,0.0037,,white,fragment,PP
SEAPLEX-0908NH,L2.2,382,"2009-08-15 11:50:00",34.0636,-141.6052,manta,333,L2.2.106.BB3,,NA,NA,NA,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A3,0.0002,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.AA1,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.AA2,0.0007,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.AA3,0.0011,,yellow,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.AA6,0.0020,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B2,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B3,0.0006,,blue,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B4,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B5,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B6,0.0025,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB1,0.0004,,blue,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB2,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB3,,LOST,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB4,,NA,white,line,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.C1,,NA,blue,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.C3,0.0023,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.C4,0.0008,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.C5,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.CC2,0.0006,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.CC5,,NA,black,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D1,0.0009,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D3,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D4,0.0008,,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D5,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.DD4,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.DD6,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A4,0.0001,,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.AA4,,NA,black,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.B1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.CC1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.CC6,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D2,0.0068,,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.D6,0.0005,,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.DD1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.DD2,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.DD5,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A1,0.0011,,white,fragment,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A2,0.0001,,white,fragment,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A6,0.0032,,white,fragment,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB5,,NA,black,line,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.BB6,0.0005,,black,film,PP
SEAPLEX-0908NH,S3,226,"2009-08-11 08:21:00",32.8909,-140.3057,manta,333,S3.58.A5,0.0003,,white,fragment,PS
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A2,0.0327,,yellow,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B1,0.0067,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B10,0.0011,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B11,0.0084,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B2,0.0027,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B5,0.0053,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B7,0.0027,,blue,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B8,0.0020,,blue,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C1,0.0019,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C10,0.0013,,black,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C12,0.0003,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C3,0.0008,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D7,0.0002,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D8,0.0042,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E1,0.0016,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E2,0.0006,,blue,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E3,0.0004,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E4,0.0014,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E6,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A1,0.0396,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A3,0.0115,,yellow,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A4,0.0125,,white,nurdle,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A5,0.0005,,white,line,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.A6,0.1096,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B12,0.0009,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B3,0.0172,,blue,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B4,0.0285,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.B9,0.0007,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C11,0.0005,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C2,0.0010,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C4,0.0011,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C5,0.0009,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C6,0.0008,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C7,0.0012,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C8,0.0086,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.C9,0.0026,,black,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D1,0.0012,,blue,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D10,0.0006,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D11,0.0006,,black,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D12,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D2,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D4,0.0013,,white,line,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D5,0.0005,,black,line,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D9,0.0006,,blue,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E10,0.0004,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E11,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E5,0.0012,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E7,0.0017,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E8,0.0005,,black,line,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E9,0.0005,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D3,0.0020,,white,fragment,PP
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.D6,0.0003,,black,fragment,PP
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.E12,,NA,white,fragment,PP
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F1,0.0009,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F10,0.0003,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F2,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F4,0.0017,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F7,0.0004,,blue,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F9,0.0029,,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.G1,0.0002,,blue,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.G2,,NA,white,fragment,HDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F11,0.0004,,white,line,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F12,,NA,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F5,,NA,black,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F6,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,S4,334,"2009-08-14 10:30:00",34.0563,-139.9629,manta,333,S4.93.F8,0.0006,,white,fragment,PP
