studyName,"Event Index","Event Number","Datetime PST","Latitude","Longitude",Net,"Mesh Size (?)",Name,"Particle Mass (g)","Missing Value Expl. (Particle Mass)",Color,"Particle Type","Plastic Type"
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G6,,NA,grey,line,HDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E10,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E2,,NA,white,line,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E3,0.0040,,white,nurdle,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E4,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E5,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E6,,NA,black,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E8,0.0005,,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F11,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F3,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F4,0.0002,,grey,line,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F6,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F7,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F9,0.0004,,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G10,0.0002,,grey,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G2,0.0002,,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G3,,NA,clear,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G4,,NA,clear,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G5,0.0004,,grey,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G7,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G8,,NA,clear,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G9,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F2,,NA,white,fragment,PE
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E1,0.0007,,green,line,PP
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.E7,,NA,blue,fragment,PP
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.F5,0.0002,,grey,fragment,PP
SEAPLEX-0908NH,U42,422,"2009-08-16 14:01:00",36.6123,-141.197,manta,333,U42.123.G1,0.0004,,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A1,0.0319,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A2,0.0055,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A6,0.0251,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A7,0.0124,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A8,,NA,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B4,0.0017,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B7,0.0017,,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C9,,NA,white,fragment,HDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A10,0.0028,,white,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A11,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A3,0.0107,,white,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B12,0.0013,,clear,film,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B2,0.0163,,white,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B3,0.0010,,white,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B5,0.0035,,blue,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B6,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B8,0.0020,,black,film,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B9,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C1,0.0007,,black,fragment,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C4,0.0013,,black,film,LDPE
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A12,,NA,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A4,0.0026,,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A5,,NA,blue,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.A9,,NA,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B1,,NA,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B10,,NA,white,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.B11,0.0021,,black,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C2,0.0010,,clear,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C3,0.0009,,yellow,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C6,0.0001,,clear,film,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C7,,NA,black,fragment,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C8,0.0010,,white,film,PP
SEAPLEX-0908NH,U45,430,"2009-08-17 01:59:00",37.7359,-139.7674,manta,333,U45.126.C5,,NA,clear,film,PS
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B10,,NA,white,fragment,HDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B12,,NA,white,fragment,HDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C11,0.0006,,white,fragment,HDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B1,0.0029,,yellow,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B3,0.0015,,fragment,film,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B4,0.0006,,blue,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B6,0.0023,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B7,0.0001,,black,film,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B8,0.0017,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B9,0.0009,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C10,0.0005,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C3,0.0016,,black,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C5,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C6,0.0003,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C9,0.0009,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D10,0.0004,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D3,0.0001,,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D4,0.0004,,clear,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D5,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D6,0.0011,,white,line,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D9,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D2,,NA,blue,fragment,PE
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B11,,NA,white,fragment,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B2,0.0024,,clear,line,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C12,0.0004,,white,fragment,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C2,,NA,white,fragment,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C4,,NA,white,line,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.C8,,NA,white,fragment,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D7,0.0007,,white,line,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.D8,0.0045,,white,line,PP
SEAPLEX-0908NH,U47,438,"2009-08-17 14:04:00",38.5727,-137.957,manta,333,U77.128.B5,0.0924,,white,fragment,PS
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A1,0.0021,,white,line,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A11,,NA,NA,NA,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A3,0.0032,,white,fragment,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A4,0.0029,,black,fragment,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A8,,NA,NA,NA,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC6,0.0308,,white,fragment,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD2,0.0026,,white,fragment,HDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A10,,NA,NA,NA,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A9,,NA,NA,NA,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC1,0.0288,,white,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC2,0.0321,,black,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC4,0.0204,,white,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC5,0.0174,,white,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD1,0.0151,,white,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD4,,NA,black,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD6,0.0033,,white,fragment,LDPE
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A12,,NA,NA,NA,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A2,0.0022,,grey,fragment,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A5,0.0007,,white,fragment,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A7,,NA,NA,NA,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.CC3,0.0045,,blue,fragment,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD3,0.0035,,white,fragment,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.DD5,0.0088,,white,fragment,PP
SEAPLEX-0908NH,U49,444,"2009-08-18 02:04:00",39.389,-136.1213,manta,333,U49.130.A6,,NA,NA,NA,PS
SEAPLEX-0908NH,U50,450,"2009-08-19 20:03:00",42.3543,-129.4209,manta,333,U50.131.H1,0.0012,,white,fragment,LDPE
SEAPLEX-0908NH,U50,450,"2009-08-19 20:03:00",42.3543,-129.4209,manta,333,U50.131.H3,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U50,450,"2009-08-19 20:03:00",42.3543,-129.4209,manta,333,U50.131.H2,0.0002,,white,fragment,PP
SEAPLEX-0908NH,U50,450,"2009-08-19 20:03:00",42.3543,-129.4209,manta,333,U50.131.H4,,NA,white,fragment,PP
SEAPLEX-0908NH,U50,450,"2009-08-19 20:03:00",42.3543,-129.4209,manta,333,U50.131.H5,0.0005,,white,fragment,PP
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.CC5,0.0043,,white,fragment,LDPE
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.DD3,,NA,blue,fragment,LDPE
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.CC4,0.0031,,white,fragment,PE
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.CC3,0.0013,,white,fragment,PP
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.DD1,0.0006,,grey,fragment,PP
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.DD2,,NA,grey,fragment,PP
SEAPLEX-0908NH,U51,452,"2009-08-20 02:06:00",42.7969,-128.3858,manta,333,U51.132.CC6,0.0022,,white,fragment,PS
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F4,,NA,white,fragment,HDPE
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F2,0.0006,,white,fragment,LDPE
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F3,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F6,0.0002,,black,fragment,LDPE
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F1,0.0003,,white,line,PP
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F5,,NA,clear,film,PP
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F7,,NA,white,line,PP
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F8,,NA,white,line,PP
SEAPLEX-0908NH,U6,64,"2009-08-05 02:07:00",32.328,-124.3471,manta,333,U6.15.F9,,NA,white,line,PP
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A8,0.0006,,white,line,HDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A1,,NA,white,fragment,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A11,0.0021,,yellow,fragment,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A2,0.0038,,white,fragment,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A4,0.0018,,white,line,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.B1,0.0002,,white,film,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.B2,0.0002,,white,film,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.B3,0.0001,,grey,line,LDPE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A10,0.0003,,black,fragment,PE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A12,0.0003,,white,line,PE
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A3,0.0038,,blue,fragment,PP
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A6,0.0004,,clear,film,PP
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A7,0.0007,,red,line,PP
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A9,0.0003,,clear,film,PP
SEAPLEX-0908NH,U9,78,"2009-08-05 20:24:00",32.2584,-127.3653,manta,333,U9.19.A5,0.0005,,white,line,NA
