Long(deg)	Lat(deg)	MONTH	DAY	YEAR	DATE	Pieces/KM2
-76.07	24.79	04	29	1992	1992-04-29	1080
-74.65	25.38	04	30	1992	1992-04-30	2700
-74.65	25.38	04	30	1992	1992-04-30	2700
-74.22	25.55	05	01	1992	1992-05-01	5400
-74.22	25.55	05	01	1992	1992-05-01	5940
-73.68	25.87	05	01	1992	1992-05-01	2700
-73.68	25.87	05	01	1992	1992-05-01	2700
-72.90	25.95	05	02	1992	1992-05-02	2160
-72.90	25.95	05	02	1992	1992-05-02	0
-72.13	25.95	05	02	1992	1992-05-02	7201
-72.13	25.95	05	02	1992	1992-05-02	6479
-72.55	26.39	05	03	1992	1992-05-03	1080
-72.55	26.39	05	03	1992	1992-05-03	2700
-72.17	27.10	05	03	1992	1992-05-03	5940
-72.17	27.10	05	03	1992	1992-05-03	1620
-71.74	27.97	05	04	1992	1992-05-04	3780
-71.74	27.97	05	04	1992	1992-05-04	2700
-71.18	28.30	05	04	1992	1992-05-04	10799
-71.18	28.30	05	04	1992	1992-05-04	8639
-70.54	28.93	05	05	1992	1992-05-05	1080
-70.54	28.93	05	05	1992	1992-05-05	1620
-69.72	29.65	05	05	1992	1992-05-05	28618
-69.72	29.65	05	05	1992	1992-05-05	4860
-68.44	29.96	05	06	1992	1992-05-06	17819
-68.44	29.96	05	06	1992	1992-05-06	2700
-67.79	30.33	05	06	1992	1992-05-06	56695
-67.79	30.33	05	06	1992	1992-05-06	23218
-66.49	31.00	05	07	1992	1992-05-07	10259
-66.49	31.00	05	07	1992	1992-05-07	4860
-65.83	31.57	05	07	1992	1992-05-07	4860
-65.83	31.57	05	07	1992	1992-05-07	18898
-64.48	32.67	05	13	1992	1992-05-13	2700
-64.48	32.67	05	13	1992	1992-05-13	1080
-64.24	33.54	05	13	1992	1992-05-13	3780
-64.24	33.54	05	13	1992	1992-05-13	26458
-63.75	34.60	05	14	1992	1992-05-14	2700
-63.75	34.60	05	14	1992	1992-05-14	2700
-63.87	35.47	05	14	1992	1992-05-14	23758
-63.87	35.47	05	14	1992	1992-05-14	5940
-64.42	36.24	05	15	1992	1992-05-15	40497
-64.42	36.24	05	15	1992	1992-05-15	36177
-64.90	37.73	05	15	1992	1992-05-15	2454
-64.90	37.73	05	15	1992	1992-05-15	3240
-64.55	39.10	05	16	1992	1992-05-16	1620
-64.55	39.10	05	16	1992	1992-05-16	4860
-65.00	39.76	05	16	1992	1992-05-16	540
-65.00	39.76	05	16	1992	1992-05-16	0
-65.54	40.35	05	17	1992	1992-05-17	540
-65.54	40.35	05	17	1992	1992-05-17	0
-66.10	41.32	05	17	1992	1992-05-17	0
-66.10	41.32	05	17	1992	1992-05-17	2160
-66.48	42.00	05	18	1992	1992-05-18	0
-66.48	42.00	05	18	1992	1992-05-18	0
-66.10	42.33	05	18	1992	1992-05-18	1080
-66.10	42.33	05	18	1992	1992-05-18	4860
-65.77	42.58	05	19	1992	1992-05-19	0
-65.77	42.58	05	19	1992	1992-05-19	0
-64.39	42.66	05	20	1992	1992-05-20	540
-64.39	42.66	05	20	1992	1992-05-20	540
-64.40	43.89	05	20	1992	1992-05-20	22678
-64.40	43.89	05	20	1992	1992-05-20	1620
-64.37	44.05	05	20	1992	1992-05-20	4860
-64.37	44.05	05	20	1992	1992-05-20	1620
-64.54	43.93	05	24	1992	1992-05-24	0
-64.54	43.93	05	24	1992	1992-05-24	0
-66.17	43.26	05	25	1992	1992-05-25	1080
-66.17	43.26	05	25	1992	1992-05-25	0
-69.50	43.82	05	28	1992	1992-05-28	540
-69.50	43.82	05	28	1992	1992-05-28	1080
-69.32	42.67	05	29	1992	1992-05-29	8099
-69.32	42.67	05	29	1992	1992-05-29	2700
-71.05	41.36	06	09	1992	1992-06-09	1080
-71.05	41.36	06	09	1992	1992-06-09	5940
-69.42	40.45	06	10	1992	1992-06-10	1080
-69.42	40.45	06	10	1992	1992-06-10	2700
-69.48	40.15	06	11	1992	1992-06-11	0
-69.48	40.15	06	11	1992	1992-06-11	1080
-68.33	41.23	06	12	1992	1992-06-12	540
-68.35	41.24	06	12	1992	1992-06-12	0
-70.98	41.37	06	21	1992	1992-06-21	540
-70.98	41.37	06	21	1992	1992-06-21	1620
-71.02	40.82	06	21	1992	1992-06-21	0
-71.02	40.82	06	21	1992	1992-06-21	1964
-70.50	40.20	06	22	1992	1992-06-22	0
-70.50	40.20	06	22	1992	1992-06-22	0
-69.42	37.37	06	23	1992	1992-06-23	10799
-69.42	37.37	06	23	1992	1992-06-23	6479
-69.52	39.10	06	25	1992	1992-06-25	7019
-69.52	39.10	06	25	1992	1992-06-25	4860
-69.10	38.77	06	26	1992	1992-06-26	14039
-69.10	39.77	06	26	1992	1992-06-26	11879
-68.75	40.37	06	26	1992	1992-06-26	0
-68.75	40.37	06	26	1992	1992-06-26	0
-68.65	40.97	06	26	1992	1992-06-26	1620
-68.65	40.97	06	26	1992	1992-06-26	0
-70.78	42.33	07	15	1992	1992-07-15	0
-69.80	40.45	07	16	1992	1992-07-16	540
-69.55	41.70	07	17	1992	1992-07-17	1080
-69.55	41.70	07	17	1992	1992-07-17	0
-67.60	41.25	07	17	1992	1992-07-17	1080
-67.60	41.25	07	17	1992	1992-07-17	1620
-65.72	41.03	07	19	1992	1992-07-19	3240
-63.92	40.47	07	19	1992	1992-07-19	1620
-63.68	40.47	07	20	1992	1992-07-20	0
-62.10	40.53	07	20	1992	1992-07-20	540
-59.23	41.17	07	21	1992	1992-07-21	540
-56.83	41.60	07	22	1992	1992-07-22	491
-54.15	41.70	07	23	1992	1992-07-23	10799
-52.17	42.23	07	25	1992	1992-07-25	7559
-51.97	45.38	07	28	1992	1992-07-28	1080
-51.95	45.37	07	28	1992	1992-07-28	1080
-52.95	46.30	08	03	1992	1992-08-03	0
-54.10	46.57	08	04	1992	1992-08-04	1878
-54.98	46.75	08	04	1992	1992-08-04	1620
-56.27	47.27	08	07	1992	1992-08-07	0
-56.80	45.97	08	07	1992	1992-08-07	1620
-57.75	45.33	08	08	1992	1992-08-08	4320
-58.55	45.00	08	08	1992	1992-08-08	540
-61.03	44.05	08	11	1992	1992-08-11	5940
-63.87	44.22	08	12	1992	1992-08-12	0
-70.12	40.70	08	19	1992	1992-08-19	1620
-70.08	40.77	08	20	1992	1992-08-20	540
-70.25	40.57	08	20	1992	1992-08-20	14579
-68.92	41.10	09	01	1992	1992-09-01	0
-68.92	41.10	09	01	1992	1992-09-01	0
-69.88	40.63	09	02	1992	1992-09-02	540
-69.88	40.63	09	02	1992	1992-09-02	540
-70.62	41.07	09	02	1992	1992-09-02	2160
-70.63	40.95	10	15	1992	1992-10-15	4320
-70.63	40.95	10	15	1992	1992-10-15	0
-70.15	40.25	10	16	1992	1992-10-16	24291
-70.15	40.25	10	16	1992	1992-10-16	5405
-70.18	40.30	10	16	1992	1992-10-16	0
-70.18	40.30	10	16	1992	1992-10-16	540
-67.55	40.42	10	17	1992	1992-10-17	0
-67.55	40.42	10	17	1992	1992-10-17	2160
-60.25	40.78	10	18	1992	1992-10-18	0
-60.25	40.78	10	18	1992	1992-10-18	0
-60.90	38.20	10	20	1992	1992-10-20	0
-60.90	38.20	10	20	1992	1992-10-20	0
-59.95	36.30	10	21	1992	1992-10-21	2039
-59.95	36.30	10	21	1992	1992-10-21	0
-59.45	35.73	10	22	1992	1992-10-22	18519
-59.45	35.73	10	22	1992	1992-10-22	4723
-59.25	35.05	10	23	1992	1992-10-23	11398
-58.17	34.12	10	23	1992	1992-10-23	32397
-58.17	34.12	10	23	1992	1992-10-23	8639
-55.68	31.47	10	25	1992	1992-10-25	10204
-55.68	31.47	10	25	1992	1992-10-25	8528
-55.70	30.45	10	26	1992	1992-10-26	48605
-55.70	30.45	10	26	1992	1992-10-26	34793
-55.17	29.67	10	26	1992	1992-10-26	19978
-55.17	29.67	10	26	1992	1992-10-26	7019
-55.02	28.25	10	27	1992	1992-10-27	45356
-55.02	28.25	10	27	1992	1992-10-27	22138
-55.15	27.32	10	27	1992	1992-10-27	12000
-55.15	27.32	10	27	1992	1992-10-27	3601
-55.98	26.05	10	28	1992	1992-10-28	348
-55.98	26.05	10	28	1992	1992-10-28	26995
-56.28	25.58	10	28	1992	1992-10-28	864
-56.28	25.58	10	28	1992	1992-10-28	6479
-57.20	24.33	10	29	1992	1992-10-29	1620
-57.20	24.33	10	29	1992	1992-10-29	540
-57.75	23.53	10	30	1992	1992-10-30	10799
-57.75	23.53	10	30	1992	1992-10-30	675
-58.38	22.40	10	30	1992	1992-10-30	2700
-58.38	22.40	10	30	1992	1992-10-30	4320
-58.78	21.82	10	30	1992	1992-10-30	4799
-58.78	21.82	10	30	1992	1992-10-30	2400
-59.15	20.88	10	31	1992	1992-10-31	10563
-59.15	20.88	10	31	1992	1992-10-31	10198
-59.48	19.57	11	01	1992	1992-11-01	0
-59.48	19.57	11	01	1992	1992-11-01	0
-59.60	18.53	11	01	1992	1992-11-01	0
-59.60	18.53	11	01	1992	1992-11-01	1080
-59.75	17.92	11	01	1992	1992-11-01	2571
-59.75	17.92	11	01	1992	1992-11-01	2250
-60.48	16.57	11	02	1992	1992-11-02	675
-60.48	16.57	11	02	1992	1992-11-02	0
-61.40	15.00	11	06	1992	1992-11-06	540
-60.68	13.72	11	07	1992	1992-11-07	0
-60.68	13.72	11	07	1992	1992-11-07	0
-61.08	12.92	11	07	1992	1992-11-07	720
-61.08	12.92	11	07	1992	1992-11-07	8639
-61.88	12.32	11	09	1992	1992-11-09	0
-61.88	12.32	11	09	1992	1992-11-09	0
-61.90	11.72	11	09	1992	1992-11-09	0
-61.90	11.72	11	09	1992	1992-11-09	0
-62.38	14.85	11	18	1992	1992-11-18	9001
-62.38	14.85	11	18	1992	1992-11-18	0
-63.03	15.87	11	19	1992	1992-11-19	0
-63.03	15.87	11	19	1992	1992-11-19	1441
-63.68	16.73	11	19	1992	1992-11-19	0
-63.68	16.73	11	19	1992	1992-11-19	0
-64.40	17.30	11	20	1992	1992-11-20	0
-64.40	17.30	11	20	1992	1992-11-20	2160
-64.40	18.53	12	01	1992	1992-12-01	0
-63.45	17.22	12	03	1992	1992-12-03	540
-63.15	16.48	12	04	1992	1992-12-04	0
-62.93	15.83	12	04	1992	1992-12-04	0
-62.78	15.23	12	04	1992	1992-12-04	0
-62.60	14.47	12	05	1992	1992-12-05	1620
-62.00	13.25	12	06	1992	1992-12-06	0
-61.53	12.67	12	06	1992	1992-12-06	0
-67.98	12.53	12	12	1992	1992-12-12	1080
-68.08	12.32	12	12	1992	1992-12-12	0
-68.65	12.93	12	16	1992	1992-12-16	0
-68.92	13.25	12	16	1992	1992-12-16	540
-69.03	14.08	12	17	1992	1992-12-17	0
-69.45	14.90	12	18	1992	1992-12-18	0
-69.95	15.57	12	18	1992	1992-12-18	540
-68.97	18.08	12	20	1992	1992-12-20	13499
-68.22	18.08	12	21	1992	1992-12-21	0
-68.22	18.43	12	21	1992	1992-12-21	0
-68.55	19.02	12	22	1992	1992-12-22	1620
-69.92	20.18	12	23	1992	1992-12-23	0
-70.38	20.20	12	25	1992	1992-12-25	540
-71.57	20.40	12	27	1992	1992-12-27	540
-76.23	21.63	12	31	1992	1992-12-31	2160
-75.93	21.97	01	01	1993	1993-01-01	540
-81.78	23.57	01	04	1993	1993-01-04	0
-81.73	23.90	01	05	1993	1993-01-05	0
-81.77	24.10	01	05	1993	1993-01-05	0
-82.67	24.52	01	16	1993	1993-01-16	0
-83.35	24.53	01	17	1993	1993-01-17	0
-83.35	24.53	01	17	1993	1993-01-17	0
-83.18	24.10	01	18	1993	1993-01-18	0
-82.68	23.97	01	18	1993	1993-01-18	540
-82.83	24.14	01	25	1993	1993-01-25	0
-82.83	24.14	01	25	1993	1993-01-25	1080
-83.35	24.42	01	25	1993	1993-01-25	0
-83.35	24.42	01	25	1993	1993-01-25	540
-83.51	25.01	01	26	1993	1993-01-26	0
-83.51	25.01	01	26	1993	1993-01-26	2700
-82.42	25.37	01	26	1993	1993-01-26	0
-82.42	25.37	01	26	1993	1993-01-26	1080
-81.59	23.98	01	28	1993	1993-01-28	1620
-81.59	23.98	01	28	1993	1993-01-28	540
-80.69	23.74	01	28	1993	1993-01-28	0
-80.69	23.74	01	28	1993	1993-01-28	0
-80.30	23.47	01	29	1993	1993-01-29	0
-80.30	23.47	01	29	1993	1993-01-29	1080
-77.27	25.75	02	12	1993	1993-02-12	2160
-77.28	25.77	02	12	1993	1993-02-12	1620
-75.82	25.58	02	13	1993	1993-02-13	12601
-75.82	25.58	02	13	1993	1993-02-13	5891
-75.13	25.27	02	13	1993	1993-02-13	0
-75.13	25.27	02	14	1993	1993-02-14	0
-74.32	24.62	02	15	1993	1993-02-15	0
-74.32	24.62	02	15	1993	1993-02-15	1080
-74.23	23.92	02	16	1993	1993-02-16	0
-74.23	23.92	02	16	1993	1993-02-16	540
-74.05	24.05	02	17	1993	1993-02-17	1080
-74.05	24.05	02	17	1993	1993-02-17	540
-73.92	23.47	02	18	1993	1993-02-18	0
-73.92	23.47	02	18	1993	1993-02-18	2160
-72.42	22.75	02	18	1993	1993-02-18	3780
-72.42	22.75	02	19	1993	1993-02-19	0
-72.92	21.00	02	19	1993	1993-02-19	0
-72.92	21.00	02	19	1993	1993-02-19	540
-74.97	18.80	02	21	1993	1993-02-21	0
-74.97	18.80	02	21	1993	1993-02-21	0
-76.15	18.38	02	23	1993	1993-02-23	540
-76.48	18.45	02	23	1993	1993-02-23	540
-76.48	18.45	02	23	1993	1993-02-23	0
-76.23	18.35	02	24	1993	1993-02-24	1620
-76.23	18.35	02	24	1993	1993-02-24	1080
-76.20	18.25	02	27	1993	1993-02-27	540
-76.20	18.25	02	27	1993	1993-02-27	0
-76.03	17.27	02	28	1993	1993-02-28	0
-76.03	17.27	02	28	1993	1993-02-28	10799
-76.05	15.48	03	01	1993	1993-03-01	540
-76.05	15.48	03	01	1993	1993-03-01	1620
-76.00	15.38	03	02	1993	1993-03-02	1620
-76.00	15.38	03	02	1993	1993-03-02	1620
-76.35	15.82	03	03	1993	1993-03-03	0
-76.35	15.82	03	03	1993	1993-03-03	1620
-77.25	16.85	03	04	1993	1993-03-04	1080
-77.25	16.85	03	04	1993	1993-03-04	0
-78.02	17.05	03	05	1993	1993-03-05	540
-78.02	17.05	03	05	1993	1993-03-05	1620
-82.18	16.50	03	08	1993	1993-03-08	0
-82.18	16.50	03	08	1993	1993-03-08	0
-84.12	16.58	03	09	1993	1993-03-09	3780
-84.12	16.58	03	09	1993	1993-03-09	540
-85.88	16.22	03	10	1993	1993-03-10	0
-85.88	16.22	03	10	1993	1993-03-10	0
-79.18	16.45	03	29	1993	1993-03-29	0
-79.02	26.17	03	30	1993	1993-03-30	0
-79.30	26.05	03	30	1993	1993-03-30	1080
-79.28	26.47	05	05	1993	1993-05-05	0
-78.76	26.41	05	05	1993	1993-05-05	1028
-78.23	25.91	05	06	1993	1993-05-06	540
-77.91	26.42	05	06	1993	1993-05-06	0
-77.39	25.89	05	06	1993	1993-05-06	0
-77.38	25.88	05	07	1993	1993-05-07	0
-77.37	25.89	05	07	1993	1993-05-07	0
-77.37	25.87	05	07	1993	1993-05-07	1080
-77.13	25.60	05	07	1993	1993-05-07	540
-76.94	25.65	05	07	1993	1993-05-07	540
-76.17	25.30	05	08	1993	1993-05-08	11436
-75.96	25.71	05	11	1993	1993-05-11	3780
-75.79	25.92	05	12	1993	1993-05-12	1620
-75.76	26.40	05	12	1993	1993-05-12	35097
-75.00	26.00	05	12	1993	1993-05-12	5940
-74.76	27.41	05	12	1993	1993-05-12	4860
-73.64	28.08	05	14	1993	1993-05-14	0
-72.84	28.58	05	14	1993	1993-05-14	24838
-71.82	29.00	05	15	1993	1993-05-15	7559
-70.36	29.68	05	15	1993	1993-05-15	47516
-70.35	29.69	05	16	1993	1993-05-16	17279
-70.36	29.69	05	16	1993	1993-05-16	64795
-70.35	29.69	05	16	1993	1993-05-16	72354
-70.36	29.69	05	16	1993	1993-05-16	79914
-69.75	41.77	06	21	1993	1993-06-21	0
-69.73	41.72	06	21	1993	1993-06-21	0
-70.42	40.93	07	07	1993	1993-07-07	2160
-70.42	40.93	07	07	1993	1993-07-07	2160
-68.82	41.28	07	08	1993	1993-07-08	0
-68.82	41.28	07	08	1993	1993-07-08	0
-62.98	43.35	07	23	1993	1993-07-23	540
-62.98	43.35	07	23	1993	1993-07-23	0
-70.03	43.28	07	28	1993	1993-07-28	0
-70.52	41.47	08	07	1993	1993-08-07	0
-70.52	41.47	08	07	1993	1993-08-07	0
-70.87	41.18	08	08	1993	1993-08-08	0
-70.87	41.18	08	08	1993	1993-08-08	0
-70.42	40.93	08	08	1993	1993-08-08	0
-70.42	40.93	08	08	1993	1993-08-08	1080
-69.40	41.57	08	10	1993	1993-08-10	0
-69.40	41.57	08	10	1993	1993-08-10	0
-70.73	41.54	08	17	1993	1993-08-17	0
-70.73	41.54	08	17	1993	1993-08-17	0
-70.81	41.52	08	31	1993	1993-08-31	0
-70.30	42.06	09	01	1993	1993-09-01	0
-70.43	42.33	09	03	1993	1993-09-03	0
-70.52	42.07	09	03	1993	1993-09-03	0
-71.25	41.25	10	15	1993	1993-10-15	1080
-71.25	41.25	10	15	1993	1993-10-15	0
-71.07	41.03	10	15	1993	1993-10-15	0
-71.07	41.03	10	15	1993	1993-10-15	0
-71.52	40.62	10	15	1993	1993-10-15	0
-71.52	40.62	10	15	1993	1993-10-15	0
-71.23	40.67	10	16	1993	1993-10-16	0
-71.23	40.67	10	16	1993	1993-10-16	2700
-71.30	40.02	10	16	1993	1993-10-16	0
-71.30	40.02	10	16	1993	1993-10-16	0
-69.28	38.38	10	19	1993	1993-10-19	0
-69.28	38.38	10	19	1993	1993-10-19	0
-66.67	37.75	10	20	1993	1993-10-20	7019
-64.17	36.87	10	21	1993	1993-10-21	4320
-64.17	36.87	10	21	1993	1993-10-21	4320
-63.43	36.45	10	21	1993	1993-10-21	20518
-63.43	36.45	10	21	1993	1993-10-21	4320
-63.25	35.80	10	21	1993	1993-10-21	22841
-63.25	35.80	10	21	1993	1993-10-21	31317
-61.18	33.55	10	23	1993	1993-10-23	48596
-61.18	33.55	10	23	1993	1993-10-23	11339
-60.55	33.20	10	24	1993	1993-10-24	540
-60.55	33.20	10	24	1993	1993-10-24	2160
-59.72	33.38	10	24	1993	1993-10-24	3780
-59.72	33.38	10	24	1993	1993-10-24	4320
-58.87	30.85	10	26	1993	1993-10-26	22138
-58.87	30.85	10	26	1993	1993-10-26	11879
-58.23	26.97	10	29	1993	1993-10-29	2160
-58.23	26.97	10	29	1993	1993-10-29	5400
-58.22	25.08	10	30	1993	1993-10-30	5940
-58.22	25.08	10	30	1993	1993-10-30	5400
-58.53	22.08	10	31	1993	1993-10-31	3240
-58.53	22.08	10	31	1993	1993-10-31	11339
-58.73	19.97	11	01	1993	1993-11-01	1620
-58.73	19.97	11	01	1993	1993-11-01	4320
-59.03	17.97	11	02	1993	1993-11-02	0
-59.03	17.97	11	02	1993	1993-11-02	2700
-59.10	15.53	11	03	1993	1993-11-03	0
-59.10	15.53	11	03	1993	1993-11-03	1080
-59.67	13.17	11	04	1993	1993-11-04	2700
-59.67	13.17	11	04	1993	1993-11-04	3240
-59.92	11.38	11	08	1993	1993-11-08	0
-59.92	11.38	11	08	1993	1993-11-08	0
-61.82	12.33	11	11	1993	1993-11-11	0
-61.82	12.33	11	11	1993	1993-11-11	0
-62.50	15.75	11	19	1993	1993-11-19	0
-62.50	15.75	11	19	1993	1993-11-19	0
-64.25	18.48	12	02	1993	1993-12-02	0
-64.25	18.48	12	02	1993	1993-12-02	0
-63.78	17.77	12	03	1993	1993-12-03	0
-63.43	17.02	12	03	1993	1993-12-03	540
-63.00	17.02	12	03	1993	1993-12-03	982
-63.37	16.57	12	04	1993	1993-12-04	0
-63.08	15.92	12	04	1993	1993-12-04	0
-62.67	15.58	12	05	1993	1993-12-05	720
-61.93	14.13	12	06	1993	1993-12-06	0
-61.68	12.49	12	07	1993	1993-12-07	0
-61.68	12.49	12	07	1993	1993-12-07	0
-62.17	11.92	12	11	1993	1993-12-11	0
-63.87	11.60	12	11	1993	1993-12-11	0
-66.60	11.47	12	15	1993	1993-12-15	720
-67.95	12.07	12	17	1993	1993-12-17	540
-69.05	13.40	12	20	1993	1993-12-20	0
-70.97	15.12	12	21	1993	1993-12-21	0
-72.77	16.80	12	22	1993	1993-12-22	0
-74.48	17.97	12	23	1993	1993-12-23	0
-75.45	18.38	12	23	1993	1993-12-23	0
-75.45	18.38	12	23	1993	1993-12-23	0
-81.95	19.52	12	30	1993	1993-12-30	0
-84.08	21.05	12	31	1993	1993-12-31	0
-81.03	24.10	01	15	1994	1994-01-15	0
-80.15	24.05	01	15	1994	1994-01-15	0
-81.03	24.10	01	15	1994	1994-01-15	0
-80.15	24.05	01	15	1994	1994-01-15	0
-79.48	26.25	01	25	1994	1994-01-25	0
-78.90	26.13	01	25	1994	1994-01-25	0
-78.62	26.73	01	26	1994	1994-01-26	0
-79.40	25.55	01	28	1994	1994-01-28	0
-79.13	26.20	02	10	1994	1994-02-10	0
-79.13	26.20	02	10	1994	1994-02-10	1080
-78.57	26.27	02	10	1994	1994-02-10	9189
-78.57	26.27	02	10	1994	1994-02-10	1622
-78.13	26.17	02	11	1994	1994-02-11	0
-77.67	25.60	02	11	1994	1994-02-11	5399
-77.67	25.60	02	11	1994	1994-02-11	29698
-76.20	25.98	02	12	1994	1994-02-12	900
-76.20	25.98	02	12	1994	1994-02-12	2347
-74.38	26.32	02	13	1994	1994-02-13	4320
-74.38	26.32	02	13	1994	1994-02-13	0
-74.27	24.35	02	18	1994	1994-02-18	771
-74.45	23.20	02	19	1994	1994-02-19	0
-73.48	23.25	02	20	1994	1994-02-20	6944
-73.48	21.92	02	22	1994	1994-02-22	1620
-76.27	18.27	02	25	1994	1994-02-25	5400
-76.27	18.27	02	25	1994	1994-02-25	0
-77.33	18.70	02	28	1994	1994-02-28	386
-77.33	18.70	02	28	1994	1994-02-28	540
-79.57	20.35	03	01	1994	1994-03-01	540
-79.57	20.35	03	01	1994	1994-03-01	0
-79.93	19.82	03	03	1994	1994-03-03	540
-79.97	19.68	03	03	1994	1994-03-03	0
-82.48	17.47	03	05	1994	1994-03-05	1350
-82.47	17.37	03	06	1994	1994-03-06	8639
-84.60	16.20	03	07	1994	1994-03-07	0
-84.60	16.20	03	07	1994	1994-03-07	0
-79.58	26.03	05	08	1994	1994-05-08	0
-79.58	26.03	05	08	1994	1994-05-08	0
-79.79	27.37	05	09	1994	1994-05-09	0
-79.79	27.37	05	09	1994	1994-05-09	0
-70.53	40.97	06	22	1994	1994-06-22	1620
-70.53	40.97	06	22	1994	1994-06-22	1620
-69.93	39.75	06	23	1994	1994-06-23	14579
-69.93	39.75	06	23	1994	1994-06-23	6479
-70.23	40.25	06	24	1994	1994-06-24	0
-70.23	40.25	06	24	1994	1994-06-24	0
-70.77	40.05	07	08	1994	1994-07-08	10799
-70.50	40.57	07	08	1994	1994-07-08	4418
-69.57	40.23	07	09	1994	1994-07-09	1964
-70.98	40.33	07	10	1994	1994-07-10	0
-65.85	40.65	07	11	1994	1994-07-11	2700
-64.15	41.38	07	12	1994	1994-07-12	0
-63.55	41.50	07	12	1994	1994-07-12	4860
-63.27	41.63	07	13	1994	1994-07-13	0
-62.28	42.07	07	13	1994	1994-07-13	0
-61.87	42.48	07	14	1994	1994-07-14	540
-61.32	43.15	07	14	1994	1994-07-14	5400
-59.10	44.18	07	17	1994	1994-07-17	11339
-60.83	44.23	07	18	1994	1994-07-18	540
-62.10	43.92	07	19	1994	1994-07-19	6479
-63.52	43.52	07	24	1994	1994-07-24	1620
-63.88	43.52	07	24	1994	1994-07-24	1080
-70.77	41.45	08	07	1994	1994-08-07	540
-70.77	41.45	08	07	1994	1994-08-07	1906
-70.93	41.30	08	08	1994	1994-08-08	4860
-70.93	41.30	08	08	1994	1994-08-08	8639
-70.63	41.50	08	08	1994	1994-08-08	0
-70.63	41.50	08	08	1994	1994-08-08	0
-70.60	40.57	08	09	1994	1994-08-09	2160
-70.60	40.57	08	09	1994	1994-08-09	0
-70.50	40.12	08	09	1994	1994-08-09	0
-70.50	40.12	08	09	1994	1994-08-09	1350
-69.13	39.65	08	10	1994	1994-08-10	0
-69.13	39.65	08	10	1994	1994-08-10	0
-68.85	39.63	08	10	1994	1994-08-10	59935
-68.85	39.63	08	10	1994	1994-08-10	0
-68.53	40.98	08	11	1994	1994-08-11	540
-68.53	40.98	08	11	1994	1994-08-11	0
-68.55	41.90	08	12	1994	1994-08-12	0
-64.03	34.20	10	19	1994	1994-10-19	11339
-64.03	34.20	10	19	1994	1994-10-19	4860
-63.45	33.80	10	19	1994	1994-10-19	11879
-62.73	33.43	10	20	1994	1994-10-20	6173
-62.73	33.43	10	20	1994	1994-10-20	4799
-61.57	32.63	10	20	1994	1994-10-20	14579
-61.57	32.63	10	20	1994	1994-10-20	11879
-60.23	31.98	10	23	1994	1994-10-23	40497
-60.23	31.98	10	23	1994	1994-10-23	26998
-59.92	31.38	10	24	1994	1994-10-24	9179
-59.92	31.38	10	24	1994	1994-10-24	540
-59.50	27.92	10	25	1994	1994-10-25	1080
-59.50	27.92	10	25	1994	1994-10-25	7559
-57.67	24.85	10	30	1994	1994-10-30	1620
-57.67	26.65	10	28	1994	1994-10-28	3780
-57.67	26.65	10	28	1994	1994-10-28	11879
-57.92	22.48	10	31	1994	1994-10-31	540
-57.92	22.48	10	31	1994	1994-10-31	0
-57.95	20.40	11	01	1994	1994-11-01	1620
-58.05	18.87	11	01	1994	1994-11-01	0
-58.05	18.87	11	02	1994	1994-11-02	0
-58.75	16.67	11	03	1994	1994-11-03	1620
-58.75	16.67	11	03	1994	1994-11-03	5400
-59.73	15.00	11	04	1994	1994-11-04	415
-60.73	13.60	11	05	1994	1994-11-05	0
-60.73	13.60	11	05	1994	1994-11-05	900
-61.48	12.00	11	06	1994	1994-11-06	0
-61.48	12.00	11	06	1994	1994-11-06	0
-64.12	17.67	12	03	1994	1994-12-03	1620
-63.87	16.63	12	03	1994	1994-12-03	540
-63.35	15.20	12	04	1994	1994-12-04	720
-62.90	14.62	12	05	1994	1994-12-05	0
-62.63	13.88	12	05	1994	1994-12-05	11583
-61.63	12.57	12	06	1994	1994-12-06	0
-61.62	12.53	12	06	1994	1994-12-06	720
-62.02	12.08	12	08	1994	1994-12-08	0
-62.02	12.08	12	09	1994	1994-12-09	0
-62.25	11.63	12	09	1994	1994-12-09	0
-62.95	11.78	12	10	1994	1994-12-10	0
-62.95	11.78	12	10	1994	1994-12-10	0
-63.63	11.33	12	10	1994	1994-12-10	0
-63.63	11.33	12	10	1994	1994-12-10	0
-64.52	11.10	12	10	1994	1994-12-10	1080
-64.52	11.10	12	11	1994	1994-12-11	1080
-64.93	10.32	12	12	1994	1994-12-12	0
-64.93	10.32	12	12	1994	1994-12-12	1080
-66.07	11.00	12	13	1994	1994-12-13	0
-66.07	11.00	12	13	1994	1994-12-13	0
-66.92	11.55	12	13	1994	1994-12-13	0
-66.92	11.55	12	14	1994	1994-12-14	0
-67.75	11.72	12	14	1994	1994-12-14	0
-67.75	11.72	12	14	1994	1994-12-14	0
-69.73	13.82	12	19	1994	1994-12-19	0
-69.73	13.82	12	19	1994	1994-12-19	1080
-70.28	14.63	12	19	1994	1994-12-19	1271
-70.28	14.63	12	19	1994	1994-12-19	2160
-70.60	15.15	12	20	1994	1994-12-20	0
-70.60	15.15	12	20	1994	1994-12-20	0
-71.08	16.03	12	20	1994	1994-12-20	0
-71.08	16.03	12	20	1994	1994-12-20	0
-71.45	17.10	12	21	1994	1994-12-21	0
-71.45	17.10	12	21	1994	1994-12-21	0
-71.80	17.28	12	21	1994	1994-12-21	0
