"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
73345,"Santa Barbara County, CA, USA","California, USA","United States","34.42084, -119.69319","Land (beach, shoreline and inland)",2019-05-16,"Explore Ecology",35,0,35,1.5,0.0069,0,30,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,28,89
73359,"Santa Barbara County, CA, USA","California, USA","United States","34.45305, -120.4183","Land (beach, shoreline and inland)",2019-05-13,"The Nature Conservancy Dangermond Preserve",4,0,4,26.58,1.8452,0,0,4,3,2,4,0,5,7,2,44,2,2,5,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,17,26,0,0,0,0,8,0,0,248,412
73374,"San Diego County, CA, USA","California, USA","United States","32.76194, -117.25037","Land (beach, shoreline and inland)",2019-05-18,"I am Green eco servicesc gno v",1,0,1,9.14,0,0,6,6,5,0,2,0,5,4,3,7,6,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,4,12,0,0,0,0,2,0,0,8,96
73390,"Alameda County, CA, USA","California, USA","United States","37.89178, -122.2822","Land (beach, shoreline and inland)",2019-05-18,"Blackberry Creek",1,0,1,13.61,0.0194,0,20,30,12,0,12,0,6,8,4,8,3,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,12,14,0,0,0,0,12,0,0,31,203
73395,"Los Angeles County, CA, USA","California, USA","United States","33.83633, -118.39009","Land (beach, shoreline and inland)",2019-05-18,,1,0,1,5.3,1.4637,0,27,15,1,0,10,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,0,0,0,0,0,0,0,32,115
73396,"Alameda County, CA, USA","California, USA","United States","37.86313, -122.31538","Land (beach, shoreline and inland)",2019-05-18,"Shoreline Cleanup Berkeley Marina",1,0,1,8.86,0.8539,0,25,61,3,3,31,0,9,20,4,3,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,18,0,0,0,0,3,0,0,136,332
73399,"Los Angeles County, CA, USA","California, USA","United States","33.75638, -118.13131","Land (beach, shoreline and inland)",2019-05-18,1,4,0,4,2.35,0.2252,0,100,63,4,0,16,0,12,12,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,3,0,0,0,0,0,11,49,0,0,0,0,9,0,0,392,707
73402,"San Diego County, CA, USA","California, USA","United States","32.79876, -117.258","Land (beach, shoreline and inland)",2019-05-18,,1,0,1,1.88,0.0043,0,6,21,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,40
73415,"Orange County, CA, USA","California, USA","United States","33.83887, -117.91082","Land (beach, shoreline and inland)",2019-05-17,"Brookhurst JHS Club Live/TUPE",28,0,28,1.98,0.0127,0,9,10,3,0,12,0,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,60
73453,"San Diego County, CA, USA","California, USA","United States","32.76183, -117.25038","Land (beach, shoreline and inland)",2019-05-19,"I am Green eco servicesc gno v",1,0,1,22.35,0.0197,0,0,20,6,1,5,0,6,4,4,54,15,53,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,37,0,0,0,0,2,0,0,4,246
73465,"Orange County, CA, USA","California, USA","United States","33.71433, -117.79395","Land (beach, shoreline and inland)",2019-05-18,"OC Habitats",26,0,26,15.16,0.0146,0,14,162,12,5,23,0,10,14,2,7,8,7,9,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,1,20,0,0,0,0,2,0,0,17,328
73469,"Santa Barbara County, CA, USA","California, USA","United States","34.4187, -119.63139","Land (beach, shoreline and inland)",2019-05-19,"MUS ",37,0,37,21.55,0.0183,0,64,0,0,1,9,0,1,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,118,0,0,0,0,0,0,0,241,455
73483,"Santa Cruz County, CA, USA","California, USA","United States","36.91093, -121.7608","Land (beach, shoreline and inland)",2019-05-20,,113,0,113,3.12,0.2264,0,42,20,0,0,1,0,0,3,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,0,4,0,0,2,98
73487,"Alameda County, CA, USA","California, USA","United States","37.46966, -121.93833","Land (beach, shoreline and inland)",2019-05-20,,1,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
73517,"San Diego County, CA, USA","California, USA","United States","32.76183, -117.25037","Land (beach, shoreline and inland)",2019-05-21,"I am Green eco servicesc gno v",1,0,1,9.18,0.0108,0,14,10,4,1,3,0,5,4,3,11,1,7,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,10,0,6,0,0,0,0,0,6,21,0,0,0,0,0,0,0,6,120
73543,"San Diego County, CA, USA","California, USA","United States","32.75964, -117.25133","Land (beach, shoreline and inland)",2019-05-22,"I am Green eco servicesc gno v",1,0,1,12.92,0.2629,0,54,15,14,1,19,0,6,8,5,3,1,8,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,0,6,25,0,0,0,0,2,0,0,6,231
73547,"San Diego County, CA, USA","California, USA","United States","32.7303, -117.25657","Land (beach, shoreline and inland)",2019-05-22,PWI,4,0,4,5.51,0.4905,0,46,8,0,1,6,0,4,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,28,127
73551,"San Diego County, CA, USA","California, USA","United States","32.84965, -116.87848","Land (beach, shoreline and inland)",2019-05-21,"I LOVE  A CLEAN SAN DIEGO",2,0,2,0.83,0.013,0,6,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,21
73553,"Orange County, CA, USA","California, USA","United States","33.71166, -118.06465","Land (beach, shoreline and inland)",2019-05-22,,2,0,2,3.43,0.3542,0,4,4,1,2,9,0,4,9,7,6,0,1,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,2,79
73556,"Alameda County, CA, USA","California, USA","United States","37.75983, -122.26462","Land (beach, shoreline and inland)",2019-05-22,,2,0,2,0.14,0.0399,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
73571,"San Diego County, CA, USA","California, USA","United States","32.75999, -117.2511","Land (beach, shoreline and inland)",2019-05-23,"I am Green eco servicesc gno v",1,0,1,8.21,0.1369,0,13,8,5,0,7,0,1,1,1,5,1,5,7,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,7,15,0,0,0,0,0,0,0,2,91
73579,"Monterey County, CA, USA","California, USA","United States","36.61714, -121.90205","Land (beach, shoreline and inland)",2019-05-23,SSA.Bleoo,1,0,1,0.61,0.0141,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102
73580,"San Diego County, CA, USA","California, USA","United States","32.73037, -117.25658","Land (beach, shoreline and inland)",2019-05-23,PWI,4,0,4,39.2,0.8989,0,66,16,5,4,1,0,1,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,28,441
73581,"Monterey County, CA, USA","California, USA","United States","36.6173, -121.9022","Land (beach, shoreline and inland)",2019-05-23,,2,0,2,0.55,0.3951,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,11
73582,"Monterey County, CA, USA","California, USA","United States","36.617, -121.90207","Land (beach, shoreline and inland)",2019-05-23,"The best ! ",2,0,2,8.51,1.0259,0,133,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,205
73583,"Monterey County, CA, USA","California, USA","United States","36.6173, -121.90259","Land (beach, shoreline and inland)",2019-05-23,"Ssa.mba. Union bank",3,0,3,18.58,0.6058,0,208,36,3,1,5,0,0,35,3,7,8,5,45,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,84,530
73584,"Monterey County, CA, USA","California, USA","United States","36.61731, -121.90206","Land (beach, shoreline and inland)",2019-05-23,"Western Digital Denise Todd Alberto",3,0,3,8.24,0.8116,0,26,22,4,0,3,0,2,2,0,3,5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,26,128
73585,"Monterey County, CA, USA","California, USA","United States","36.61679, -121.90163","Land (beach, shoreline and inland)",2019-05-23,,1,0,1,4.02,0.3194,0,32,13,0,0,3,0,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,19,106
73586,"Monterey County, CA, USA","California, USA","United States","36.61732, -121.90225","Land (beach, shoreline and inland)",2019-05-23,"UnionBank ",2,0,2,7.92,0.8511,0,189,21,0,0,1,0,0,5,0,3,3,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,53,315
73587,"Monterey County, CA, USA","California, USA","United States","36.61588, -121.90052","Land (beach, shoreline and inland)",2019-05-23,"Ssa.Union Bank",4,0,4,17.38,0.5097,0,283,15,3,4,3,0,1,0,5,6,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,97,0,0,0,0,4,0,0,23,473
73588,"San Luis Obispo County, CA, USA","California, USA","United States","35.123424860264, -120.63346038015","Land (beach, shoreline and inland)",2019-05-23,"Keep By The Sea",6,36,42,1.41,0.25,0,22,10,0,0,5,7,0,0,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,57
73589,"San Luis Obispo County, CA, USA","California, USA","United States","35.123897108562, -120.63359474674","Land (beach, shoreline and inland)",2019-05-23,"Keep By The Sea",6,30,36,13.3,0.25,0,81,31,0,1,7,3,4,3,1,0,6,2,4,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,160
73590,"San Luis Obispo County, CA, USA","California, USA","United States","35.123651402021, -120.63346600071","Land (beach, shoreline and inland)",2019-05-23,"Keep By The Sea",5,18,23,6,0.25,0,106,32,8,2,4,4,4,11,5,3,3,0,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,3,201
73593,"Santa Barbara County, CA, USA","California, USA","United States","34.402954607843, -119.7440712698","Land (beach, shoreline and inland)",2019-05-23,"Explore Ecology",8,21,29,5,0.75,1,45,12,0,0,5,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,6,2,91
73595,"San Luis Obispo County, CA, USA","California, USA","United States","35.123708893439, -120.63339385758","Land (beach, shoreline and inland)",2019-04-25,"Keep By The Sea",12,55,67,36.5,0.25,0,68,26,11,11,24,9,3,4,4,14,18,14,39,39,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,69,426
73596,"San Luis Obispo County, CA, USA","California, USA","United States","35.123381358138, -120.63351292896","Land (beach, shoreline and inland)",2019-04-30,"Keep By The Sea",4,38,42,17.9,0.25,0,21,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,42
73598,"San Luis Obispo County, CA, USA","California, USA","United States","35.12417791513, -120.63333725468","Land (beach, shoreline and inland)",2019-05-01,"Keep By The Sea",6,31,37,9.5,0.25,0,94,69,5,6,16,9,0,7,1,6,3,8,16,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,67,323
73600,"San Luis Obispo County, CA, USA","California, USA","United States","35.123967310295, -120.63307976261","Land (beach, shoreline and inland)",2019-05-02,"Keep By The Sea",4,15,19,4,0.25,0,44,23,3,0,3,3,1,4,1,0,4,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,10,24,132
73602,"San Luis Obispo County, CA, USA","California, USA","United States","35.123756704915, -120.63350891605","Land (beach, shoreline and inland)",2019-05-07,"Keep By The Sea",5,33,38,25,0.25,0,38,32,7,1,19,1,3,2,2,7,2,3,0,9,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,8,167
73604,"San Luis Obispo County, CA, USA","California, USA","United States","35.123679179957, -120.63336089083","Land (beach, shoreline and inland)",2019-05-08,"Keep By The Sea",3,17,20,11.1,0.25,0,17,29,6,0,10,2,0,2,8,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,9,105
73605,"San Luis Obispo County, CA, USA","California, USA","United States","35.123756704915, -120.63342308536","Land (beach, shoreline and inland)",2019-05-09,"Keep By The Sea",5,17,22,6.26,0.25,0,36,70,3,2,4,7,2,1,1,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,32,184
73606,"San Luis Obispo County, CA, USA","California, USA","United States","35.123780782991, -120.63350891605","Land (beach, shoreline and inland)",2019-05-15,"Keep By The Sea",8,34,42,21,0.25,0,80,84,1,0,5,4,3,0,0,5,2,8,18,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,24,68,338
73607,"San Luis Obispo County, CA, USA","California, USA","United States","35.123897108562, -120.63350891605","Land (beach, shoreline and inland)",2019-05-22,"Keep By The Sea",4,17,21,6,0.25,0,21,9,15,2,10,10,1,6,5,3,1,1,7,0,1,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,23,24,163
73609,"Contra Costa County, CA, USA","California, USA","United States","37.90465, -122.31139","Land (beach, shoreline and inland)",2019-05-23,,1,0,1,8.53,0,0,0,31,24,0,53,0,8,61,5,3,1,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,5,11,0,0,0,0,3,0,0,11,252
73611,"Solano County, CA, USA","California, USA","United States","38.35591, -122.00859","Land (beach, shoreline and inland)",2019-05-23,,2,0,2,10,0.0142,0,0,2,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,19
73638,"San Luis Obispo County, CA, USA","California, USA","United States","35.176501249158, -120.73116075859","Land (beach, shoreline and inland)",2019-05-08,"Environmental Center of San Luis Obispo",27,0,27,12,1,3,105,116,5,2,37,8,6,20,8,1,8,3,5,5,0,1,1,4,3,0,1,0,0,0,29,0,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,122,14,226,738
73647,"San Luis Obispo County, CA, USA","California, USA","United States","35.174867335826, -120.71454803948","Land (beach, shoreline and inland)",2019-05-04,"Environmental Center of San Luis Obispo",26,0,26,103,1,103,730,95,0,0,64,189,12,10,17,24,70,63,0,7,26,6,4,0,0,0,2,0,0,20,0,0,0,0,0,0,1,0,0,70,0,0,0,0,13,0,1,1,0,0,615,78,2118
73659,"San Luis Obispo County, CA, USA","California, USA","United States","35.364488864298, -120.8527718944","Land (beach, shoreline and inland)",2019-05-04,"Environmental Center of San Luis Obispo",24,2,26,27,1,5,197,71,0,1,17,6,8,9,4,9,8,7,4,0,3,3,3,2,0,0,0,3,0,0,12,0,1,3,0,0,1,10,0,10,0,0,1,0,0,0,1,1,0,15,8,19,437
73660,"San Luis Obispo County, CA, USA","California, USA","United States","35.120906427438, -120.62542464466","Land (beach, shoreline and inland)",2019-05-04,"Environmental Center of San Luis Obispo",23,0,23,54,2,54,341,87,10,0,49,31,14,19,24,10,9,20,9,22,2,0,3,0,1,0,0,23,0,0,12,0,14,10,0,0,0,2,3,6,2,0,0,0,1,1,0,0,0,22,48,282,1077
73661,"San Luis Obispo County, CA, USA","California, USA","United States","35.174397151819, -120.72483012376","Land (beach, shoreline and inland)",2019-05-04,"Environmental Center of San Luis Obispo",96,0,96,197,1,100,749,512,34,10,94,64,48,106,35,55,41,44,19,81,23,46,26,12,0,1,35,0,0,4,66,1,45,12,0,2,8,60,3,54,1,1,0,0,3,5,0,2,0,483,109,942,3836
73677,"Sonoma County, CA, USA","California, USA","United States","38.6987, -123.44075","Land (beach, shoreline and inland)",2019-05-24,,2,0,2,0.01,0.4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
73682,"San Diego County, CA, USA","California, USA","United States","32.76775, -117.25253","Land (beach, shoreline and inland)",2019-05-24,"I am Green eco servicesc gno v",1,0,1,3.37,0.7656,0,0,5,1,0,1,0,0,3,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,31
73692,"San Diego County, CA, USA","California, USA","United States","32.7599, -117.25116","Land (beach, shoreline and inland)",2019-05-25,"I am Green eco servicesc gno v",1,0,1,16.43,0.007,0,2,8,4,0,3,0,2,8,10,12,7,13,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,10,35,0,0,0,0,1,0,0,1,151
73706,"Los Angeles County, CA, USA","California, USA","United States","33.82589, -118.39107","Land (beach, shoreline and inland)",2019-05-25,,1,0,1,2.67,0.6089,0,5,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,20,50
73709,"Los Angeles County, CA, USA","California, USA","United States","33.80641, -118.32417","Land (beach, shoreline and inland)",2019-05-25,,1,0,1,0.6,0.0024,0,7,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14
73713,"Los Angeles County, CA, USA","California, USA","United States","34.14611, -118.81563","Land (beach, shoreline and inland)",2019-05-25,,1,0,1,1.5,0.0152,0,0,2,1,0,5,0,0,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
73715,"Sonoma County, CA, USA","California, USA","United States","38.73229, -123.48924","Land (beach, shoreline and inland)",2019-05-25,,2,0,2,0.29,0.2315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,16
73717,"San Diego County, CA, USA","California, USA","United States","32.84965, -116.87838","Land (beach, shoreline and inland)",2019-05-25,"I LOVE  A CLEAN SAN DIEGO",1,0,1,7.2,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60
73718,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.75972, -122.51158","Land (beach, shoreline and inland)",2019-05-25,,2,0,2,0.71,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
73719,"San Diego County, CA, USA","California, USA","United States","32.84966, -116.87858","Land (beach, shoreline and inland)",2019-05-25,"I LOVE  A CLEAN SAN DIEGO",1,0,1,7.33,0.0182,0,84,0,5,5,5,0,2,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8,170
73720,"Sacramento County, CA, USA","California, USA","United States","38.40701, -121.36551","Land (beach, shoreline and inland)",2019-05-25,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73736,"San Diego County, CA, USA","California, USA","United States","32.76, -117.25106","Land (beach, shoreline and inland)",2019-05-26,"I am Green eco servicesc gno v",1,0,1,14.97,0.2189,0,2,11,4,2,2,0,3,6,7,15,14,33,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,16,0,0,0,0,0,0,0,1,144
73747,"Alameda County, CA, USA","California, USA","United States","37.83874, -122.31048","Land (beach, shoreline and inland)",2019-05-26,,12,0,12,22,0.03,0,20,100,20,1,25,0,15,9,12,20,6,11,40,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,35,341
73753,"San Diego County, CA, USA","California, USA","United States","32.79883, -117.25806","Land (beach, shoreline and inland)",2019-05-26,,1,0,1,2.69,0.0033,0,6,12,0,1,6,0,5,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,3,0,0,7,56
73776,"San Diego County, CA, USA","California, USA","United States","32.76002, -117.25134","Land (beach, shoreline and inland)",2019-05-27,"I am Green eco servicesc gno v",1,0,1,15.98,0.2328,0,10,17,7,2,4,0,5,4,5,15,12,15,2,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,15,0,1,0,0,0,0,0,6,15,0,0,0,0,1,0,0,3,152
73781,"Los Angeles County, CA, USA","California, USA","United States","33.86944, -118.40597","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,7.85,0.4436,0,5,12,0,0,20,0,0,16,0,0,1,1,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,1,5,0,0,0,0,2,0,0,278,365
73782,"Orange County, CA, USA","California, USA","United States","33.797, -118.01945","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,2.18,0.0155,0,0,7,2,0,0,0,4,3,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32
73784,"Orange County, CA, USA","California, USA","United States","33.79696, -118.01949","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,1.86,0,0,0,4,2,0,0,0,5,3,0,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26
73785,"Orange County, CA, USA","California, USA","United States","33.79698, -118.01951","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,1.95,0.0058,0,0,2,3,0,0,0,5,3,0,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27
73786,"Orange County, CA, USA","California, USA","United States","33.79696, -118.01948","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,2.11,0,0,0,4,3,0,0,0,6,3,0,8,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33
73789,"San Diego County, CA, USA","California, USA","United States","32.84952, -116.87881","Land (beach, shoreline and inland)",2019-05-26,"I LOVE  A CLEAN SAN DIEGO",2,0,2,4.82,0.0142,0,10,0,0,5,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,48
73792,"Alameda County, CA, USA","California, USA","United States","37.83866, -122.31035","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,5.34,0.0058,0,7,20,0,1,25,0,4,20,0,14,0,5,15,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,40,165
73796,"Alameda County, CA, USA","California, USA","United States","37.89173, -122.28229","Land (beach, shoreline and inland)",2019-05-26,"Blackberry Creek",1,0,1,1.92,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,9,17
73797,"Orange County, CA, USA","California, USA","United States","33.80941, -117.92339","Land (beach, shoreline and inland)",2019-05-27,,1,0,1,2.91,0.0324,0,0,0,0,0,0,0,3,6,2,5,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
73810,"San Diego County, CA, USA","California, USA","United States","32.75999, -117.25116","Land (beach, shoreline and inland)",2019-05-28,"I am Green eco servicesc gno v",1,0,1,28.14,0.2074,0,13,20,10,4,5,0,3,9,2,7,7,15,4,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,19,0,3,0,0,0,0,0,32,26,0,0,0,0,2,0,0,1,195
