"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
50179,"Solano County, CA, USA","California, USA","United States","38.187608799824, -121.97475803848","Land (beach, shoreline and inland)",2019-09-21,"Solano County Parks",1,0,1,273,1,5,300,1000,0,200,40,20,150,70,0,70,40,30,20,100,50,0,60,5,0,0,100,0,0,0,10,20,1,80,0,0,0,50,4,5,0,4,0,0,60,0,1,0,0,500,2000,1000,5990
69184,"San Mateo County, CA, USA","California, USA","United States","37.63023, -122.46796","Land (beach, shoreline and inland)",2019-04-13,,40,0,40,0,0.1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70623,"Los Angeles County, CA, USA","California, USA","United States","33.8389, -118.39083","Land (beach, shoreline and inland)",2019-04-13,"Redondo Beach Cleanup Teaml",1,0,1,11.54,10.3005,0,79,31,5,0,5,0,4,14,2,9,1,0,8,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,2,37,0,0,0,0,17,0,0,123,351
70626,"Los Angeles County, CA, USA","California, USA","United States","33.8385, -118.3906","Land (beach, shoreline and inland)",2019-04-13,,1,0,1,3.45,0.6434,0,26,11,0,0,8,0,0,37,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,14,0,0,0,0,0,0,0,61,168
70627,"Orange County, CA, USA","California, USA","United States","33.60013, -117.89862","Land (beach, shoreline and inland)",2019-04-13,"Oc habitats",1,0,1,4.43,1.1773,0,2,7,0,1,9,0,2,2,1,0,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,67
70628,"Orange County, CA, USA","California, USA","United States","33.60091, -117.89818","Land (beach, shoreline and inland)",2019-04-13,"OC habitats",6,0,6,11.07,0.0697,0,25,11,3,3,45,0,9,53,5,5,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,5,25,0,0,0,0,7,0,0,291,505
70639,"Orange County, CA, USA","California, USA","United States","33.60048, -117.89871","Land (beach, shoreline and inland)",2019-04-13,"OC Habitats/Discovery Cube",3,0,3,18.43,1.4782,0,18,36,6,2,21,0,3,19,7,10,1,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,61,0,0,0,0,8,0,0,128,350
70650,"Los Angeles County, CA, USA","California, USA","United States","34.17507, -118.09687","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City College",1,0,1,6.08,2.1143,0,1,9,0,0,2,0,1,0,1,8,3,5,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,15,0,0,0,0,1,0,0,1,65
70653,"Los Angeles County, CA, USA","California, USA","United States","34.14397, -118.16623","Land (beach, shoreline and inland)",2019-04-13,,1,0,1,0.37,0.0283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
70655,"Marin County, CA, USA","California, USA","United States","37.83513, -122.53152","Land (beach, shoreline and inland)",2019-04-13,"tmmc youth crew ",3,0,3,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70656,"Los Angeles County, CA, USA","California, USA","United States","34.14517, -118.16594","Land (beach, shoreline and inland)",2019-04-13,,1,0,1,0.69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
70657,"Marin County, CA, USA","California, USA","United States","37.83501, -122.53161","Land (beach, shoreline and inland)",2019-04-13,"TMMC Youth Crew",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70659,"Marin County, CA, USA","California, USA","United States","37.83492, -122.53131","Land (beach, shoreline and inland)",2019-04-13,"tmmc youth crew ",1,0,1,6.04,0.0452,0,14,100,0,0,8,0,0,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,50,196
70660,"Marin County, CA, USA","California, USA","United States","37.83551, -122.53153","Land (beach, shoreline and inland)",2019-04-13,"TMMC Youth Crew",1,0,1,5.21,0.0558,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,21,76
70661,"Los Angeles County, CA, USA","California, USA","United States","34.14788, -118.16521","Land (beach, shoreline and inland)",2019-04-13,,1,0,1,2.57,4.4596,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,20
70662,"Los Angeles County, CA, USA","California, USA","United States","34.14727, -118.16535","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City College ",1,0,1,2.23,4.9429,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,40
70663,"Sonoma County, CA, USA","California, USA","United States","38.73259, -123.48948","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.35,0.3757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37
70667,"Sonoma County, CA, USA","California, USA","United States","38.73259, -123.48948","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.35,0.3757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37
70668,"Sonoma County, CA, USA","California, USA","United States","38.73259, -123.48948","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.35,0.3757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37
70669,"Sonoma County, CA, USA","California, USA","United States","38.73259, -123.48948","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.35,0.3757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37
70670,"Sonoma County, CA, USA","California, USA","United States","38.73259, -123.48948","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.35,0.3757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37
70672,"Los Angeles County, CA, USA","California, USA","United States","34.10197, -118.0281","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City college",1,0,1,1.56,0.0028,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,19
70673,"Los Angeles County, CA, USA","California, USA","United States","34.10199, -118.02807","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City college",1,0,1,1.66,0.0221,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,20
70674,"Los Angeles County, CA, USA","California, USA","United States","34.10197, -118.0281","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City college",1,0,1,1.56,0.0028,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,19
70675,"Los Angeles County, CA, USA","California, USA","United States","34.10199, -118.02807","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City college",1,0,1,1.66,0.0221,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,20
70678,"Los Angeles County, CA, USA","California, USA","United States","34.07885, -117.9666","Land (beach, shoreline and inland)",2019-04-13,"Pasadena City College",1,0,1,2.75,0.0397,0,0,5,3,0,2,0,4,1,0,6,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,41
70679,"Orange County, CA, USA","California, USA","United States","33.60614, -117.91937","Land (beach, shoreline and inland)",2019-04-13,,2,0,2,0.82,0,0,3,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,22
70699,"Santa Clara County, CA, USA","California, USA","United States","37.42554, -122.12872","Land (beach, shoreline and inland)",2019-04-14,,1,0,1,3.97,0.0031,0,2,3,1,1,12,0,1,2,0,4,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,0,0,83,132
70708,"Santa Cruz County, CA, USA","California, USA","United States","36.97261, -121.87115","Land (beach, shoreline and inland)",2019-04-14,,1,0,1,0.12,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
70753,"Santa Clara County, CA, USA","California, USA","United States","37.422, -122.084","Land (beach, shoreline and inland)",2019-04-22,,1,0,1,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70762,"Los Angeles County, CA, USA","California, USA","United States","34.14044, -118.16734","Land (beach, shoreline and inland)",2019-04-15,"Pasadena City College",1,0,1,2.99,0.124,0,2,2,1,2,4,0,1,2,4,3,3,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36
70764,"Los Angeles County, CA, USA","California, USA","United States","34.1341, -118.16716","Land (beach, shoreline and inland)",2019-04-15,"Pasadena City College",1,0,1,2.84,0.0069,0,5,8,4,2,4,0,6,4,4,5,2,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,62
70769,"Los Angeles County, CA, USA","California, USA","United States","34.17548, -118.09827","Land (beach, shoreline and inland)",2019-04-15,"Pasadena City College ",1,0,1,1.73,0.4354,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,20
70771,"Los Angeles County, CA, USA","California, USA","United States","34.18695, -118.1024","Land (beach, shoreline and inland)",2019-04-15,,1,0,1,0.47,0.2548,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
70772,"Los Angeles County, CA, USA","California, USA","United States","34.18695, -118.1024","Land (beach, shoreline and inland)",2019-04-15,,1,0,1,0.47,0.2548,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
70773,"Los Angeles County, CA, USA","California, USA","United States","34.14715, -118.07483","Land (beach, shoreline and inland)",2019-04-15,"Pasadena city college ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70777,"Los Angeles County, CA, USA","California, USA","United States","34.03174, -118.52874","Land (beach, shoreline and inland)",2019-04-15,,1,0,1,7.57,0.4014,0,7,17,4,2,5,0,4,3,5,2,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,15,0,0,0,0,1,0,0,58,139
71463,"Santa Clara County, CA, USA","California, USA","United States","37.422, -122.084","Land (beach, shoreline and inland)",2019-04-22,,1,0,1,0.01,2423.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71494,"Contra Costa County, CA, USA","California, USA","United States","37.90467, -122.31144","Land (beach, shoreline and inland)",2019-04-16,,1,0,1,9.32,0.0067,0,0,40,37,0,43,0,15,31,9,14,3,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,4,0,0,56,279
71504,"Los Angeles County, CA, USA","California, USA","United States","34.18079, -118.09669","Land (beach, shoreline and inland)",2019-04-17,,1,0,1,3.01,0.015,0,0,16,0,0,3,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,41
71505,"Santa Barbara County, CA, USA","California, USA","United States","34.40378, -119.74334","Land (beach, shoreline and inland)",2019-04-17,"Explore Ecology",30,0,30,2.58,0.0233,0,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,0,9,39
71506,"Los Angeles County, CA, USA","California, USA","United States","34.17879, -118.09666","Land (beach, shoreline and inland)",2019-04-17,"Pasadena city college",2,0,2,0.4,1.0042,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
71510,"Santa Barbara County, CA, USA","California, USA","United States","34.402987353216, -119.74395569307","Land (beach, shoreline and inland)",2019-04-17,"Explore Ecology",8,22,30,0.5,0.5,1,5,9,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,36
71524,"Los Angeles County, CA, USA","California, USA","United States","34.17777, -118.09657","Land (beach, shoreline and inland)",2019-04-17,"Pasadena City College",2,0,2,2.35,1.4719,0,0,15,1,0,6,0,3,0,0,9,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,50
71556,"Los Angeles County, CA, USA","California, USA","United States","34.18311, -118.09744","Land (beach, shoreline and inland)",2019-04-18,,1,0,1,0.32,1.5795,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
71557,"Los Angeles County, CA, USA","California, USA","United States","34.18311, -118.09744","Land (beach, shoreline and inland)",2019-04-18,,1,0,1,0.32,1.5795,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
71558,"Los Angeles County, CA, USA","California, USA","United States","34.18853, -118.10239","Land (beach, shoreline and inland)",2019-04-18,,1,0,1,1.42,1.0669,0,0,2,1,1,0,0,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,20
71567,"Los Angeles County, CA, USA","California, USA","United States","33.9775, -118.46609","Land (beach, shoreline and inland)",2019-04-18,,1,0,1,5.48,0.5889,0,11,10,7,8,11,0,0,5,5,0,4,4,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,9,92
71569,"San Diego County, CA, USA","California, USA","United States","32.77911, -117.21879","Land (beach, shoreline and inland)",2019-04-18,"Nbc Port Operations",23,0,23,25.2,1.2066,0,34,17,9,4,18,0,10,11,17,18,10,7,10,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,14,0,7,0,0,0,0,0,7,71,0,0,0,0,17,0,0,21,316
71570,"Los Angeles County, CA, USA","California, USA","United States","34.17744, -118.09658","Land (beach, shoreline and inland)",2019-04-18,"Pasadena City College ",2,0,2,3.33,3.2234,0,1,19,4,0,2,0,3,2,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,16,0,0,14,80
71571,"Los Angeles County, CA, USA","California, USA","United States","34.15083, -118.16538","Land (beach, shoreline and inland)",2019-04-18,"Pasadena City College",1,0,1,2.72,0.6699,0,5,5,2,0,1,0,1,2,0,4,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,37
71574,"Alameda County, CA, USA","California, USA","United States","37.46986, -121.93808","Land (beach, shoreline and inland)",2019-04-18,,1,0,1,0.26,0.0026,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
71576,"Los Angeles County, CA, USA","California, USA","United States","34.17887, -118.09705","Land (beach, shoreline and inland)",2019-04-18,"Pasadena City College",2,0,2,3.67,2.3767,0,2,13,1,0,11,0,1,2,1,8,0,8,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,5,85
71579,"Orange County, CA, USA","California, USA","United States","33.72072, -118.07607","Land (beach, shoreline and inland)",2019-04-18,"Flat Earthers",4,0,4,3.28,0.3867,0,0,17,4,0,10,0,4,9,1,6,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,11,0,0,0,0,1,0,0,43,119
71580,"Orange County, CA, USA","California, USA","United States","33.72161, -118.07597","Land (beach, shoreline and inland)",2019-04-18,"Flat Earthers",4,0,4,1.98,0.7241,0,0,9,5,0,5,0,6,7,1,4,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,17,71
71581,"Orange County, CA, USA","California, USA","United States","33.59369, -117.87674","Land (beach, shoreline and inland)",2019-04-18,Environmentalists,2,0,2,3.55,0.0741,0,0,5,1,1,1,0,1,2,5,3,2,3,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3,0,0,0,0,5,0,0,1,49
71583,"Orange County, CA, USA","California, USA","United States","33.72102, -118.07569","Land (beach, shoreline and inland)",2019-04-18,"Flat Earthers",4,0,4,0.38,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
71584,"Orange County, CA, USA","California, USA","United States","33.72073, -118.0761","Land (beach, shoreline and inland)",2019-04-18,Geo,4,0,4,3,0,0,0,17,4,1,10,0,4,9,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,11,0,0,0,0,1,0,0,41,111
71585,"Los Angeles County, CA, USA","California, USA","United States","34.01381, -118.11063","Land (beach, shoreline and inland)",2019-04-18,"Pasadena City College",2,0,2,2.19,0,0,0,3,2,1,1,0,1,1,0,2,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,29
71616,"Los Angeles County, CA, USA","California, USA","United States","34.14198, -118.07266","Land (beach, shoreline and inland)",2019-04-19,Catherine,1,0,1,0.93,7.0376,0,1,2,2,0,1,0,2,1,1,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
71617,"Los Angeles County, CA, USA","California, USA","United States","34.20404, -118.12878","Land (beach, shoreline and inland)",2019-04-17,Catherine,1,0,1,1.01,20.1579,0,3,4,0,1,1,0,1,2,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
71618,"Los Angeles County, CA, USA","California, USA","United States","34.20404, -118.12878","Land (beach, shoreline and inland)",2019-04-17,Catherine,1,0,1,1.01,20.1579,0,3,4,0,1,1,0,1,2,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
71619,"Los Angeles County, CA, USA","California, USA","United States","34.18108, -118.09645","Land (beach, shoreline and inland)",2019-04-19,,1,0,1,0.39,0.8515,0,0,3,0,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
71631,"Alameda County, CA, USA","California, USA","United States","37.78246, -122.26299","Watercraft (powerboat, sailboat, kayak or canoe)",2019-04-19,,1,0,1,0.12,0.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
71650,"Los Angeles County, CA, USA","California, USA","United States","33.83572, -118.3903","Land (beach, shoreline and inland)",2019-04-20,"Redondo Beach Cleanup Teaml",1,0,1,4.13,0.4312,0,8,2,1,0,3,0,0,1,2,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,96,128
71662,"Los Angeles County, CA, USA","California, USA","United States","33.80648, -118.32416","Land (beach, shoreline and inland)",2019-04-20,,1,0,1,2.93,0.0154,0,83,7,0,0,4,0,1,11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,25,144
71664,"Orange County, CA, USA","California, USA","United States","33.61398, -117.93432","Land (beach, shoreline and inland)",2019-04-20,,11,0,11,2.38,0.2929,0,4,8,1,3,0,0,1,10,9,4,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,56
71665,"Orange County, CA, USA","California, USA","United States","33.61396, -117.93434","Land (beach, shoreline and inland)",2019-04-20,,11,0,11,11.72,0.0036,0,16,4,8,4,0,0,5,7,6,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,25,0,0,0,0,1,0,0,16,123
71666,"Los Angeles County, CA, USA","California, USA","United States","34.00888, -118.49694","Land (beach, shoreline and inland)",2019-04-20,,1,0,1,4.65,0.006,0,35,38,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,72,170
71668,"Orange County, CA, USA","California, USA","United States","33.74051, -118.10921","Land (beach, shoreline and inland)",2019-04-20,CRT,1,0,1,1.24,0.6866,0,0,0,1,2,2,0,4,2,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,36
71669,"Alameda County, CA, USA","California, USA","United States","37.86304, -122.31564","Land (beach, shoreline and inland)",2019-04-20,"Cal Alumni Association",1,0,1,5.34,3.9085,0,9,48,13,0,13,0,6,24,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,73,212
71670,"Los Angeles County, CA, USA","California, USA","United States","34.1157, -118.26685","Land (beach, shoreline and inland)",2019-04-20,,1,0,1,4.3,0,0,25,5,2,1,3,0,0,3,1,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,11,91
71671,"Los Angeles County, CA, USA","California, USA","United States","34.01004, -118.49865","Land (beach, shoreline and inland)",2019-04-20,"Geol 12",1,0,1,2.08,0.0129,0,2,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,21
71672,"Los Angeles County, CA, USA","California, USA","United States","34.01064, -118.49882","Land (beach, shoreline and inland)",2019-04-20,,3,0,3,13.75,1.623,0,70,13,0,0,16,0,1,9,3,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,4,0,0,233,383
71673,"Los Angeles County, CA, USA","California, USA","United States","34.11516, -118.26691","Land (beach, shoreline and inland)",2019-04-20,,1,0,1,10.04,0.1051,0,2,11,6,1,6,0,7,11,2,7,3,9,22,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,4,17,0,0,0,0,7,0,0,14,145
71674,"San Luis Obispo County, CA, USA","California, USA","United States","35.13703, -120.64199","Land (beach, shoreline and inland)",2019-04-20,"Myself ",1,0,1,7.1,0.0062,0,5,6,0,5,3,0,3,4,13,4,7,8,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,3,81
